text_id,full_text,cohesion,syntax,vocabulary,phraseology,grammar,conventions,extracted_topic
AFC600D922F6,"I agree because being yourself is very hard sometimes and feel a lonely. Today is in the world nobody like to be all by themselves but some people like to be themselves. If you being yourself you can able to do more work because nothing else to do and feel like board so let study something, work hard. How about your fun time go out with someone, you can't be work hard all the time because that is not a good experience. So I do sometime fun myself and be yourself It's doesn't means you can do any a good stuff. You can do something what is make you feel a happy all your life. don't feel strange yourself and being strong.

First, I like be myself sometime because that make me bring my own idea and also help me figure our myself. What is a good thing or what is a bad thing for me. That make me strong because I using my own bring and think twice myself before I do something. My first year was be American be myself without Family, I feel very sad, and I sad to myself I never want to be myself my life again. I want to go back where are I am came From, I don't want to be in American anymore because know language very important for me that time. I don't understand any English that time and I don't have any Friends. I still remember how hard the was being yourself and I never knew be yourself Will be that hard, Now I know.

Second, after couple years I make my own choose I wan to be myself but no more sadness. So what I did was no looked what other people do and people I ignore with Friends they're all together or family because that make me sad. I could't told you how bad that feel was for me and I relax everything will be fine, I take deep bread. Now I don't worry about be myself anymore because now I know that wasn't that bad after you use to and also, infect that make me a little bit more independent.

Third, Now I responsibility everything myself and be myself that make me diff rant. My last year was raft because my faster Family said to me you have to learn do stuff by yourself. I am so norvise because I can't do anything whiteout them so I have to learn be myself before turn eighteen. Now I did learn how to handle myself and take care of myself everything myself. responsibility for my work and thinking about my carrel. I never can thought I can do anything without them but I learn be myself first then I come independent.",2.5,2.5,3.0,2.0,2.0,2.0,a topic of personal interest
11DD0B26B584,"Although some say schools should not offer classes online because when students are out of school someone else could be doing the work for them and they will not be learning anything, actually schools should offer classes online because most of the students who go to schools have to work and they drop out of school to work and taking classes online would help them be educated at the same time they're working.

Those who believe schools should offer classes online have their reasons because research shows that 80% of the students that go to high school work after school. They get home late and they have to do homework, and they go to bed too late and having to wake up at least at 7 am to go school it's hard. They are falling asleep in class and they don't want to do any work. Taking classes online helps because they can take them at anytime.

Also, some students have to walk to get to school. In winter they have to suffer all the cold weather and that's what make them sick. Last year I saw a student who broke his arm cause it was snowing and the sidewalk was really slippery,and I also saw a guy who got beat up by a group of guys on the street he was on his way home,and if they can take classes online they would not have to walk to school, and those situations wouldn't happen.

In addition, research shows that 70% of the students that have attended classes online have been successful which means taking classes online really helps students. They can rest more at home and they don't have to wake up early every morning.

In conclusion,schools should provide classes online because colleges,universities also provide them and most of the people who have taken them have been successful from their classes. That is the best thing schools could do for the students.",3.5,3.5,3.0,3.5,4.0,4.0,the value of education
56080A912BB5,"Generic_Name writing sol march 19, 2019

If I do always something I can do more that one. Many people belief is always do something we can do more thing; because, if more practice something we have more abiliti to do something. When, I do always something the next time I do better. Likewese, I have to read book for book project I can do. If always I do project more good grades have, and I can do more project. I have to read for mu quiz if always study fot the quiz I can do better.

I have to read book, biography, ect.

In Generic_Name claas I have to read book for book project. If always I read book I can do more project more extra poins. In Generic_Name class we need to read the lions book for abc project if always I read this book we can do more project. In my History class I need to read biography if more read I can have good grades for this class. I thing if more do something I can do more thing, and more good grades I can have.

In my class I have to do project. In Generic_Name class always we need read book; because, if more book read more book project can do. In Generic_Name class we have abc projec about The Lions book if always reed this book more project I can do. In my History class I need read biographis for extra poins more biographys read more extra poins have. When I stady more I can have more extra poins.

Always I have to stady for my quiz. In my science class I need read my notes for my quiz if I more stady is more essay my quiz. For my sol I need to stady always; because, is so important for my I have gooh grades in the sol. Always I do quiz in my History class if always practice for my quiz always I have good grades. Is more esay for my always stady for my quiz that a bad grade.

Sometimes if always I do something I bored of this. However, if I consentrate in I do I can do better things. whet, I read my book, stady for my project and quiz I need consentration; because, if always do something, and don't concentration I don't do nothing. In my opinion if always stady whit consentation I can do everithing good, and I can have good grades. for this reason and many more that always I do something is better the I dont do nothing.",2.0,2.0,2.5,2.0,2.5,2.0,a topic of personal interest
C3FBD51A2343,"One of the most qualities among human that makes one unique. Business owners look to work with a well mannered person, and also well mannered people often gets rewarded every day for their good deeds.

I strongly agree with what has been said ""a positive attitude is the key in to success in life"". Attitude is sign off telling or showing who you are without expressing yourself. Our positive attitude is what makes our dream come through. Positive attitude attracts wherever you want to do. For instance, working as a bartender is a great opputtunity to earn rewards. Approaching customers with a positive attitude and treating them right, makes you tips. And that person will pleased to work with you if he or she has a company or running some business.

In conclusion, a positive attitude is the key to success in life and makes us unique in ones eyes.",3.0,3.0,3.0,3.0,2.5,3.0,a topic of personal interest
BD8683F93B5A,"Dear Generic_Name

I understand that you are considering the benefits of working with a group or working alone. This could be a big deal depending the class because the majority of students prefer to work alone, we should use some of the time that we have in class to vote and see what students want, but i agree with the idea of working with a group for two reasons: we can devide the work and you get to talk to other students while their working.

First reason is that it feels like we do get the enough time to work, when we get to work with groups everything gets a lil bit more easy because there is less work to do, and if they decide to work alone, you would notice that they are going to have more problems completing the assignment, while the other studens that are working in group they would find this assignment more easy, so the way the teacher don't have to spend to much time with only one student.

Second reason is that they should not have problems finding the information because while some of them are writing the other students should it be serching for anwsers, for example, students that are working alone they would find this a lil bit harder because they have to do the writing and searching part by them self. The best part of working with a group is that the work can be finished a lot faster and they can have more time to recheck the work and make sure that you are not missing anything in blank.

Also, there is a lot of benefits of working with a group or working alone, but its clear that those students are not going to work with other students because they say that they don't like to be talking to other students, that they prefer to work alone, but anyways the teacher should be agree with this, thats how she would know if you need more help with the assignment then other students.

I strongly believe that working with a group could be the best choice for students because they are not going to spend to much time doing the assignments, so you could work with someone and devide the work wich positively affects, therefore, we must try it and see what benefits can we get from this and voting could be a good idea to decide if students would like to work in group.

Sincerely,

Generic_Name",3.5,3.0,3.0,3.5,3.0,3.5,a topic of personal interest
E5C9AD14EB2D,"People talk more then one person because they may need help and solve the problem. They will make a better choice what will they do and not doing bad choice like, staling money, selling drag. A advice can help people make other people do the right thing.

Just one people can not make a good choice but more people can. People can choice their opinion for what thing can make then better. They can take ideas. If they talk only one that not a good advice. For a examples if you have a math problem and you use only one idea and that a hard one, use other choices that will help you. If you did not pick a idea it will be hard and you will fail. Pick the best that work for you, and that how advice work so people can make better choice like picking the right for them. A example when kids not follow the direction, they need to make a idea for better choice at school and that how advice work. If like what the rules for the class and list thing so you can make the classroom better and safe.

For not follow the direction and not make good choice can lead problem. Kids need advice too. Sometime people can make silly choice like selling drag or taking money on someone. Advice could be safe too. So those people need advice for what can happen and what the better things. But people don't allow talk to more then 1 people they can talk to one people if they feel good about. But when people don't really make good choice they need more then 1 person. For example if their was a bad guy and he keep staling money he need the better thing so a he can make a better choice so that how advice works. Advice does'n mean bad people do it and can be good people even kids because kids sometime do silly and act bad at school.

Advice is a good thing to make choice and it good for school so kid can make better choices. It like rules and need to follow, so that how advice work.             ",2.0,3.0,3.0,2.0,2.0,2.5,a topic of personal interest
15FD5B635B50,"Did you know 67 percent of people talk to more than one person for advice. They do that because different people might have different views of the situation. Although some people experienced the situation. The advice might be useful for other people too. It can help them agree with the choice or decision they will make.

One reason why some people might ask more than one person for advice is people might have different views of the situation. Some people will have an idea of what to do and some people won't. Some people might tell you to do wrong things. Some people might not know what your going through therefore they will give you bad advice. Some people will know what they are doing so they will give you good advice.

Secondly why people ask more than one person is some people have experienced it or gone through it. They might know what will happen. They might know what you will see and go though during the experience because they probably gone through it.

Finally why people ask more than one person is to make sure that their doing it right or successfully. To make sure that they know what they are doing. To ask their opinions to see if they are thing as you are. To see if you agree with them. They might have a lot in common with with about the situation.

In conclusion why people ask multiple people for their opinions is to see their points of view and to make sure of what you are doing. The people you ask may have experienced it the thing they are going through",3.5,3.5,3.0,4.0,3.0,3.0,a topic of personal interest
BA57C427DB35,"I remember when I was in elementary school my teacher would always show me life lessons or lessons that would help me in life. I still follow the lessons she gave me. You guys as young kids, should follow these life lessons I will tell you. The first one is you when your older do you want to have a good job have good money? You will always respect others,yourself and properties.

It's really important to follow those lessons because when your interviewing for a job or something like that you are gonna use those rules and life skills and show that your responsible and care about your future. when your going out with your friends like heading to the movies your gonna show the workers respect and kindness. Kindness is another example of a lesson. That my family always taught me and others as well bacause they know others like it when you give them respect. When your older people are gonna realize how respectful you are and mature you are. ",3.0,3.5,3.0,3.0,4.0,3.0,the value of education
FA568C27F0F5,"The some businesses adopted work for ten hours for a week that will good for the worked, because they make more money for example they are working 10 hours a day they are consisting going to work but the school dont follow this model, because the student dont are coming to school everyday.,

The school dont follow this model from the businesses work. First the student are not coming to school everyday and they need to come for learn because the businesses for work are taking all the time, and just came to school for two day and they are missing all they work from the school. Also the student need to came to school for learn and be a good person and them they can work after school.

Ruler the school dont want the student just came for two day. Because one of disadvantages is they are not going to make a great grade . Second because the students are not coming school, and they dont know what the teachers are began doing during class with the other student and they will have a bad grade for not coming and dont doing the work for the classes.

One of benefits they have began work is making money. Because they are working, four-day for a week so that make they have a good time to work and make ten hours a day but they are just going to work and not come to school. Another way they can work is after school that help they to came to school and learn, have a good grades and all the classes. Next they will be respect to the teachers and do all the homeworks pay attencion in class when the techaers are teaching.

Conclusion: the school and the teachers want all the students can graduates and be a good person have a good job and they want to help every students to have a good future, and the student need to come to school everyday so that how we can learn, and student can work after school..

: ]             ",2.5,2.0,2.0,2.0,2.0,3.0,a topic of personal interest
7155F142CE58,"Some people believe that we accomplish more if we are always doing something. Others think that inactivity also serves a purpose. They argue that they are not focus and they are not learning. One should always accomplish a goal if one puts their mind to it. they gain new knowledge,skills, and information.

If one has the knowledge he can accomplish anything. I wanted to learn how to make a dog house. I had no knowledge on how to build a dog house. My friend had told me that the school was having a science fair and that they were giving knowledge on how to build a dog house. I went and I had got the knowledge that i needed. I had the knowledge to stat it and to finish it. The dog house came out looking pretty good with the help of knowledge that I had. If one has the knowledge,skills, and information he can accomplish anything.

If one has the skills to accomplish a goal he can can do anything. When i was in school I wanted to improve my skills in English. I would ask mt teacher to give me tips on what I needed to improve. She would tell me me not to use the word you. By the end of the year I was not using the word you. She had told me that my English skills were improving because I had been working on it all year. She told me that i was a strong writer. If one has the knowledge, skills , and information he can accomplish anything.

If one has information he can accomplish any goal in his way. When i was in high school I wanted to take welding as a class. I had no information on how to join the class. I asked my friend on how i could join he told me that I had to go to the office to get the information that I needed. With the information that I got I now had to fill it out so that I could join the class next year. if one has the knowledge,skills, and information he can accomplish anything.

If everybody in the community had the Knowledge ,skills, and the information then everybody would accomplish a goal. Although others think that they should not be focused on accomplishing a goal. One should have theses skills so that they can accomplish anything that they want.         ",3.5,4.0,3.0,4.0,4.0,3.5,the value of education
3564BBEC4A09,"Should be there a difference between people who wants to find more accomplish or inactive!

There is a debate between people who thinks should people more accomplish then inactive. Some people believes their journal will take them to their destiny and they doesn't have to accomplish any thing. It doesn't matter for some people to make decisions and others think different. Because they think their destiny will take them to where they should be. In other hands, I believe what Thomas Jefferson said, ""Determine never to be idle...It is wonderful how much may be done if we are always doing."" This quote shows me why we have to make our decision so fast and not let to wait. Because we don't know what will happen in the future. We have to being more active, so it will help the country economy. When we are active the country rules and powers can change. Being active is optimal for immigrants too because it help them to learn new language. People always have to take life seriously because how they will know there will be a tomorrow. We should try to make decision before our destiny makes one for us.

First,

when people are more active by working hard it help the economy of a country. Many people accomplish succeed by working hard in difficult environment and it is beneficial for a country to have some excellent active workers. By accomplishing more succeed in your job they can rise your salary. In other jobs they always honor those who are working so hard. It's less chance to be loser. To find sussed everything basically inside your hand. When people accomplish more is not just for their beneficial it is for their country too.

Second, In the past women didn't have any rights in to the government until ninetieth amendments. Before women were inactive and that leave them behind, but after while they start having job in the government branch by protecting their rights. When women start being active it help them to accomplish more success. In America women are having more rights than any other country because they were fight for their freedom. In my own country which is Generic_City, women are afraid of men because women are not active and they never try to having voice in public. Still today men are making decisions for the women and treat them like a slave person, Some female from my country try to being active to make a differences in my country.

Third, some of immigrants try to be an active in their life by moving into another country. For immigrants it doesn't matter to accomplish more or not they just want a basic life. When my mom made the decision to move to the United State I was afraid to learn English and my mom use to tell me you can do it if you really wants to learn. When I first start school in U.S I was so nervous about how can I introduce my self to the teacher because I wasn't able to say hello even in English, but I trust my mom and everything changed. Finally, I get the success and that makes me really happy.

In conclusion, we all will find the success by working hard and not let anything make feel us failure. By accomplish more you will be succeed just don't lose your self. Be hard work and an active person is better than acting like loser. When people inactive they always behind of others and their life is meaning less. People should always accomplish more because there should be a line between who wants win and who wants lose. However, many people can't handle success because they lose their self to quickly.",3.0,2.5,3.0,2.5,2.5,3.0,a topic of personal interest
92F7DD653EFB,"Some people think that is more beneficial working alone that working in group. Which I disagree with for two reasons: People always need help and is more beneficial working in group. I feel that the benefits come from others.

The first reason is that we as a human being, we need help. When we are working, we need help from others at work, during class at school, anywhere where we work. For example, at work when I'm cooking I also need someone that can brings the ingredients. Some would argue that, working in group don't help you to learn, but we learn from others not from ourselves. As a result, we obtain help from others working as a group. Additionally, we obtain benefits working in groups. In addition, benefits to us are made it from others, benefits to others are made it from us. To illustrate, when I'm sick, and I can't go to work I need someone to change his scheduled, and take my place, for that day, so he is going to need the same benefit from me to cover him one day he get be sick, or will have any emergency. Some may say that working in group is not beneficial, working in a group we acquired more benefits than working alone. As a result working in groups give us the chance to have more benefits.

It's obvious that, working is groups is more beneficial this will allow us to get the help need it from others, and to have more benefits made it by others. We should always work in groups, helping each other as a human being.",4.0,3.0,3.5,2.0,3.0,3.0,a topic of personal interest
5C6CE74DEBCB,"To begin with, did you know that this year there has been bigger problems with climate change than now, last year, and the other years before that. To say nothing of, i agree that having a positive attitude is the key to success in life. For this prompt i have some reasons why i agree why having a positive attitude is the key to success. In addition,climate change would always be the problem we would have with our earth but, hoping it would'nt be as bad as today.

Further more, the First reason why i agree to having a positive additude is the key to success because, having a good mind can help you get things done faster. For example, during school hours i complete my work on time when im not feeling too tired, or when im feeling like im doing great, and when im having alot of good energy. Having a good mind to gets things done faster, can help you not stress about uncompleted work. A positive mind can have very good idias and accomplish your goals. In conclution, having a positive mind can bring important things done faster.

In addition, having a positive additude gives good vibes everyone likes, enlighten other people day, or can lead to good things in your life. For example, when im working and im having a bad day there always a customer who changes my mood to a very positive mood and i start to work better. Having a good mood or mind can leave a good job. To conclude for, having a good mind or great attitude can lead you to big important things in your life that can lead you to greatness.

Third reason why, good attitude can help your mental health , help other people around you, or people you very close to. For example, i would be very close to my older sister because she always gaved good additude,good vibes, and she had more expirience in life that she could help me with. To say more of, this example can lead you to be more confident in your self. To say nothing of, this can also lead to feel good about your self and love your self mentally and emotionally.

Finally, having positive mental health can bring yourself to have good feelings about your self to get things done and feel good about it without hesitation.

In conclution, Having a Positive addittude is a good thing we should all do in our lives. In addition, to having these reason why i agree to having a positive attitude is the key to success in life is because, without having a good additude we wouldn't get things done and things would get things done the wrong way or not good enough to be great. Furtheer more, not having a great additude can lead to not accomplishing your goal or be successful as you would like in life.           ",3.5,3.0,3.5,3.5,3.0,3.0,the importance of having a positive attitude
EEE7731E8A57,First need to plan your work and need to be organized and have good details about what you need to read and need to wright. All what you have in your head just wright it all on paper first or then wh en your weighting your book or story you will have everything in copy and can read it to make sure its good. Like to best teachers told me Generic_Name and Generic_Name if you wright something on paper you will always be right or in the right path to do good on your book. Always need to wright your work what happens if you brake your computer but you have it on paper so your teacher can just grade your paper. Paper is the best way to get your work and plan it out because they are your opinions and computer it changes the words to what it wants to change it to. Next you need to be organized if your organized you can read your work fast and so can the teachers if your work is neater your can do it faster because you read it and if you don't have time to finish pages in your computer you can tarn the paper but not on the computer thing. Then if its organized you can use the same paper for next time but change some words or change the whole paper. you will need to do more work then just taring in the paper and not on the computer. Late you always need to be organized. After always finish you weighting dont leave it have way done just finish it to get done with the work you have to do because if you dont you will have to do way more work then what you have to get done just do your work on time. The end you will have to have everything done by the do date you have in school then you will do the rest of more work you have to get it done just do it.,3.5,3.0,2.5,3.0,3.5,2.5,a topic of personal interest
C40BB9E0BC6C,"Should success consists of going from failure to failure without loss of enthusiasm.

l agree with what Churchill's about the important role that failure plays in the pursuit of success. Failure is to do or perform. l agree because some people think that if you are failure it mean you can not be success, you will be success no matter what. Some people preform good in ever where they go and do what will make they there success so this is important role that failure plays in the pursuit of success without loss of enthusiasm.

First reasons, ln the world people will say that failure don't make they life by success so if they did something and they fail that all, they will never try it again because they did not get good thing from the fist one. Be strong in everything you are doing failure will not be without loss of enthusiasm. For example My brother wife have an exam to write in the morning so she was learning all the night she did not asleep so l went to her room and tell her to sleep some time before morning and she said no l have to learn so that l can pass me exam and l said OK then am going to sleep. ln the morning she get up and she went to write the exam. The next day they call her and told her that she fail her exam so all what she was thinking was that she will pass the exam but she will failure so she was thinking that she will be success in this exam but she did not loss of enthusiasm.

Also, Most of the people give up if they fail in thing they are doing they believe in them self that what they are doing will be successful for they but the end thing will miss up for them and the loss of enthusiasm the good ideas of bring success tell your that l can do this and do it all. For example, l was write am SOL exam last year and l don't know what to write and l don't understand what the question is say so l was thinking about the question but l don't know what to write so l tell my self that no matter what the question is l will do it and pass it. When the score came because l believe in my self l pass the exam. So you can be success in every thing you do if you made up your Maine in what you are doing. Make your self a good discuss and you will be fine.

However, Some people start their own business but they first tell them self my business will be successful and yes they will be because they believe first before they start the business. Yes the work will be good without loss of enthusiasm. For example, My friend dad has a big shop in Generic_City one night when her dad was asleep some bad people came to the shop to take all his money and the thing in the shop so in the morning people was cry infant of the shop so we all went there l see what is going there so when we went there it was so sad they bad people took everything in the shop not even a pen but do know something he did not give up because he did not give up he fail but he was successful in what he was doing. The reasons why am telling all this is that never tell your self that l will be failure on matter what you will be success.

Other might say that it is bad ideas to be success consists of going from failure to failure without loss of enthusiasm. However you can loss enthusiasm any time but if you never give up in what you are doing people do things that they don't believe in what they. One of my teacher in my school called Generic_Name gave as a test and the test was as difficult for as to do so he told him self how can the student do this work so try not to give the test to as the student in the classroom told him that we will can do the test so the teacher the told as that do you believer that you can do it and we said yes we can so he gave as the test to do. infant all the student that told that test pass successfully and the teacher was so happy. So you will be success without loss of enthusiasm.

ln contusion, We have many things in the world that will make you a failure or success, make a discuss to yourself that you will success in life no matter how how things will go. My friends always told me that never give up in life, school and any thing you do. Maybe you have an exam today and when you went home yesterday you did not learn and you was watch TV and you want to pass the exam no matter what you will be failure in the exam. ls important to be success in life if you can be success you have to do what will make you success. l believe in my self that being a success is a good idea.",2.5,2.5,2.5,2.0,2.0,2.5,what it takes to achieve success
DD279F25DC1F,"""Oh my God Generic_Name,"" I did not have enough time to finish my power point, me too Generic_Name said. I think our school should add two hours more and we should come four-day school weeks like some businesses they work for ten hours and they only work four days it can benefits students and teachers because, some students can have more time to do their homework, some teachers and students can saved more gas and money, and some students can ask their teacher for more help.

First,students and teachers saved more gas and money. For example, my friend needs to drive herself to school everyday and she needs to pay for her gas. The other day she told me that coming to school for five days is stressful because, she has to pay for gas and she is not working everyday like she just too, so her parents have to pay the gas for her .They told her if she do not start to pay for her own gas they where going to take the car away from her, I told her about how some businesses have adopted just going four- days to work for ten hours and I told her that our school should have four-day school week too, I think that would be a good idea and she thinks that is a great idea too, because she gets to saved money and gas and she do not have to worry about paying a lot of money for gas anymore and her parents would not be mad at her anymore because she would have the money to pay for gas.

Other example can be my Spanish teacher she lives a little far from school and she has to drive to school, but she is having some problems and she does not have enough money to pay for her gas. She told me that if she do not get the money to pay her gas she was going to be absent for some day into she get the money to buy gas for her car, that make me so sad because she is my favorite teacher, she is like a mom to me, and she would not be able to come to school just because she dont have enough money to pay her gas. My friend told her about what I said and she things its a great statement because she would have more time to grade students homework ad would have more time to spent with her family.

Second, students can have more time to do their homework. For example, myself sometimes in my math or chemistry class we talk about something new and it takes almost the hold class and my teachers give us a lot of homework so I think the if we go school for ten hours it would be great because I would have a lot of time to do all my homework or I would have time to study too and I would just get home to relax and I would not get stress because I already did my homework.

Other example can be my best friend Generic_Name, she is taking all AP classes, and she gets a lot of homework sometime she does not get the enough time to finish her homework in class and when she gets home she has to take cared of her little sister, so she does not have time to finish her homework at home or sometimes she has projects do the next day but she does not have enough time finish in class. Generic_Name said that she gets really stress about all her homework and how she has to do it in so little time, she thinks if we go to school for more time she would have a lot of time to do her homework and she would just go home and take care of her little sister, she should not have to be stress about doing her homework.

Another example can be my friend Generic_Name, she loves to do homework because she likes to compete with other students, but ladle she has being so worry and angry about everything. I ask her why does not she compete with the other kids like she used to, she told me because she has a lot of test's coming up and she needs to study and that she wish that we have more time in school so she can get everything done the same day because now she has to take her homework to her house and finished over there, now she does not get time to relax and chill like she always did.

Third, some students can ask their teacher for more help. Like myself the other day in math class we were talking about a new topic it was so hard that I did not understand the topic. After the teacher show us how to do it, I was asking for help every three seconds because I did not understand, after she explain me for the hundred time I was still confused, before the class end she gave us homework I did not how to do the homework ether, so I stay after with her so she could it explain me again, but the after school time is only for fifteen minutes. My teacher explain me again and show me how to do it again but I did not get it, she told me the if we have more time in school hours it would be better because would take her time and explain us how to the work more slow, but we only have like one hour in her class so we do not get enough time ask a lot of questions. Other example, my friend Generic_Name sometimes his teacher talk so fast that he can understand what she is saying, he want it to stay after school so she could explain him again, but he could not stay because needed to go soccer practice he being missing a lot of day because he always stay after school with a teacher for extra help and if he does not start going to soccer practice again, his coach is going to kick him out of the team, he is the only one that has been missing a lot of days, and he needs to get back in track because his team has a really important game coming up, so he can not stay after school for help anymore.

Some students think that they get stress for being in school for a lot of time;however, they are wrong because some students think that if they go to school for a lot of time they would get more time to do their homework.

Some students and teachers get to saved more money and gas, some student can have more time to do their homework, and some students can ask their teacher for more help this are some benefits of why should my school adopt a four-day school week.",4.0,4.0,4.0,3.5,3.5,3.0,the value of education
880188B5EED8,"People say first impressions are almost impossible to change. I think you can change someone by getting to know each other, spending more time together, or ask them how they feel.

If you start talking to someone for the first time and you think their personality is really bad try to know the person more. In my experience, when I see someone for the first time like at work or school right away I think they're mean from their face expressions and attitude. Sometimes they think the same way too, so they are mean back.

You should spend time together and go to places where both of you guys like to go. Their attitude might of changed because maybe they needed someone to talk to and go out more. There's people that their personality are just different and you have to accept it.

Lastly, People go through a lot in life and their personality starts to change. Also, you have to ask them how they feel because sometimes they feel depressed or angry about something and need someone to talk to. It's better to be there for them or help each other out.

In conclusion, people say ""Don't judge a book by it's cover"" because you never know why they behave like that. If you don't know them, still ask if they're okay. It is possible to change their personality and make them a better person.        ",3.5,3.5,3.5,4.0,3.5,4.5,a topic of personal interest
745F880CEFA7,When someone is asking for advice they might talk to more than one person because someone might have better advice than someone else or might have better and more advice than somebody else. I think people ask multiple people because the person who is asking for advice wants the most advice and best information and opinions from others. Another reason why someone might ask multiple for advice is that everybody has different experiences throughout their lifetime and might know more stuff because of those experiences throughout their lifetime. People might ask the elderly for advice because their wise and have lived a long life so they might know alot of information to pass on. Everybody has different opinions but hearing different opinions from others can help you make a better choice. I think you should ask your parents for advice first before you ask anybody else for advice because your parents are the one the ones who raised you and they know what's best for you. For example your parents probably told you when you were little to not to talk to strangers because they know its the best for you. Your parents also might have told you that to always tell the truth because its not good to lie. By asking alot of people for advice and hearing other peoples opinions and experiences throughout their lifetime you now know alot of information and advice from others with that you can make a better choices.,3.0,3.0,3.5,3.5,3.0,3.0,a topic of personal interest
BA3B6D562BB1,"What is something you would like to accomplish in the future. I would want to go to collage. To get a good job like being a cop or being really good at a sport or being a famous chef and you can be a barber and have your own barber shop. For that u will have to go to Barber school and chef you have to go to cooking school and for being a police man or female. For being very good at any sport you have to go to collage and play there what sport do want to play.

But first you will have to go to collage for like 2 to 4 years to able to have a good job.

Reason 1 i would like to go to collage. For i can get a good job and get payed a good amount of money and i want to be a famous chef the makes food to superstars. I can cook for my self of friends and family go to collage for it have have a cooking race like whoever makes a better cake in like 5min. I can travel all different countries and have races and try different foods. You can get paid by cooking for other people.

Reason 2 you can be a famous sport player you can get very good at it. Or you can be a barber and go to barber school and have your own place and have your own job. By the way can a cop or anything you want you just need to train and be good at it. If your going to play sport you needed to play in high school for you can go strait to get a collage degree and then you can play in collage.

Reason 3 when your in collage you can still go to work and get good money and buy what ever you want. Also you can go to collage and the morning and the after noon you can go to work. Or you have a choice you can live in collage or live at you house. Anyways you can practices doing what you want to do. You just need to go to collage if you want a good job.

Conclusion You can go to collage to get good scholarships and degrees. And you can have a very good job doing what you want to do. I want to be a cooker or a barber or i want to be a soccer player. You can be anything just believe in your self and you will get your dream of being what ever you want.",2.5,3.0,3.0,2.5,2.5,3.5,a topic of personal interest
B3F0F2F6487F,"should the school extend the school day two hours and four-day a week?

people have different opinion about being ten hours in the school day. some people think it is a good idea for their kids to be ten hours at the school day. However, I believe that being ten hours in the school day it is not a good idea, because it dose not help for the energy and the resources, everyone's brain needs to take a break in the day and ten hours working in the school day is too much for a kid.

First, being ten hours in the school day dose not help in the energy and the resources; Because we spend the same amount of time at the school, But instead of spending an eight hours a day in five-day a week we will spend ten hours a day in four-day a week. so we are going to spend the same amount of energy in both.

Second, everyone's brain needs to a break. If we spent ten hours of our day at the school we are not going to be having that much time to live our lives, do our work and see our family. everyone needs to relax and sleep enough during the day to focus more and do more good at school.

Finally, ten hours is too much for a kid to spend in a day at the school. kids will dislike going to school. they will get tired. for example when my sister stay a little longer after school for extra work, she comes back home so tired, not talking to anyone and doing noting, because she is tired of being a little bit longer at the school.

In conclusion, as you have read. extend the school day two hours a day in four-day a week is not a good idea because it dose not help to conserve energy and the resources, everyone's brain needs to take a break in the day and ten hours working in the school day is too much for a kid. so what we can do is not extend the school day two hours a day, so all the kids can do good at the school, focus more and live their life happy.                         ",3.5,3.5,3.0,3.5,3.5,3.5,the value of education
